fetched_at,place_name,AREA_NM,AREA_CD,_key_used,DST_SE_NM,EMRG_STEP_NM,MSG_CN,CRT_DT
2026-07-27T20:36:22.610422+09:00,월드컵공원,월드컵공원,POI106,KEY_2,정전,안전안내,오늘 17:15경 서교동 473-12 주변 고압선 접촉사고로 정전 발생. 복구까지 3시간 소요예상. 인근 주민은 안전에 유의하세요. [마포구],2026-07-27 18:15:17
2026-07-27T20:36:22.610422+09:00,월드컵공원,월드컵공원,POI106,KEY_2,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,응봉산,응봉산,POI107,KEY_3,폭염,안전안내,성동구 낮 최고기온이 34도로 예상됩니다. ▲한낮 야외활동 자제 ▲충분한 수분 섭취 ▲양산 사용 등 건강관리에 유의 바랍니다. vo.la/YNkHy5E [성동구],2026-07-27 14:30:16
2026-07-27T20:36:22.610422+09:00,응봉산,응봉산,POI107,KEY_3,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,노량진,노량진,POI063,KEY_3,기타,안전안내,동작대교 공사와 관련하여 7.27(월)22:00~7.28(화)06:00 동작대교 북단→남단국립현충원 방향 통제 예정이오니 차량 운행 시 참고 바랍니다.[동작구],2026-07-27 20:00:10
2026-07-27T20:36:22.610422+09:00,노량진,노량진,POI063,KEY_3,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,성수카페거리,성수카페거리,POI068,KEY_4,폭염,안전안내,성동구 낮 최고기온이 34도로 예상됩니다. ▲한낮 야외활동 자제 ▲충분한 수분 섭취 ▲양산 사용 등 건강관리에 유의 바랍니다. vo.la/YNkHy5E [성동구],2026-07-27 14:30:16
2026-07-27T20:36:22.610422+09:00,성수카페거리,성수카페거리,POI068,KEY_4,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,연남동,연남동,POI073,KEY_1,기타,안전안내,오늘 17:15경 서교동 473-12 주변 발생한 정전은 19:56경 복구완료되었습니다. [마포구],2026-07-27 20:04:37
2026-07-27T20:36:22.610422+09:00,연남동,연남동,POI073,KEY_1,정전,안전안내,오늘 17:15경 서교동 473-12 주변 고압선 접촉사고로 정전 발생. 복구까지 3시간 소요예상. 인근 주민은 안전에 유의하세요. [마포구],2026-07-27 18:15:17
2026-07-27T20:36:22.610422+09:00,연남동,연남동,POI073,KEY_1,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,DMC(디지털미디어시티),DMC(디지털미디어시티),POI084,KEY_1,기타,안전안내,오늘 17:15경 서교동 473-12 주변 발생한 정전은 19:56경 복구완료되었습니다. [마포구],2026-07-27 20:04:37
2026-07-27T20:36:22.610422+09:00,DMC(디지털미디어시티),DMC(디지털미디어시티),POI084,KEY_1,정전,안전안내,오늘 17:15경 서교동 473-12 주변 고압선 접촉사고로 정전 발생. 복구까지 3시간 소요예상. 인근 주민은 안전에 유의하세요. [마포구],2026-07-27 18:15:17
2026-07-27T20:36:22.610422+09:00,DMC(디지털미디어시티),DMC(디지털미디어시티),POI084,KEY_1,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,뚝섬역,뚝섬역,POI025,KEY_1,폭염,안전안내,성동구 낮 최고기온이 34도로 예상됩니다. ▲한낮 야외활동 자제 ▲충분한 수분 섭취 ▲양산 사용 등 건강관리에 유의 바랍니다. vo.la/YNkHy5E [성동구],2026-07-27 14:30:16
2026-07-27T20:36:22.610422+09:00,뚝섬역,뚝섬역,POI025,KEY_1,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,사당역,사당역,POI029,KEY_4,기타,안전안내,동작대교 공사와 관련하여 7.27(월)22:00~7.28(화)06:00 동작대교 북단→남단국립현충원 방향 통제 예정이오니 차량 운행 시 참고 바랍니다.[동작구],2026-07-27 20:00:10
2026-07-27T20:36:22.610422+09:00,사당역,사당역,POI029,KEY_4,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,기타,안전안내,오늘 17:15경 서교동 473-12 주변 발생한 정전은 19:56경 복구완료되었습니다. [마포구],2026-07-27 20:04:37
2026-07-27T20:36:22.610422+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,정전,안전안내,오늘 17:15경 서교동 473-12 주변 고압선 접촉사고로 정전 발생. 복구까지 3시간 소요예상. 인근 주민은 안전에 유의하세요. [마포구],2026-07-27 18:15:17
2026-07-27T20:36:22.610422+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,연신내역,연신내역,POI043,KEY_2,폭염,안전안내,무더운 날씨가 지속되고 있습니다. ▲무더위쉼터 이용▲야외 활동 자제 등 건강관리에 유의하시기 바랍니다. https://url.kr/2llf7x [은평구],2026-07-27 17:12:51
2026-07-27T20:36:22.610422+09:00,연신내역,연신내역,POI043,KEY_2,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,왕십리역,왕십리역,POI045,KEY_4,폭염,안전안내,성동구 낮 최고기온이 34도로 예상됩니다. ▲한낮 야외활동 자제 ▲충분한 수분 섭취 ▲양산 사용 등 건강관리에 유의 바랍니다. vo.la/YNkHy5E [성동구],2026-07-27 14:30:16
2026-07-27T20:36:22.610422+09:00,왕십리역,왕십리역,POI045,KEY_4,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,총신대입구(이수)역,총신대입구(이수)역,POI051,KEY_4,기타,안전안내,동작대교 공사와 관련하여 7.27(월)22:00~7.28(화)06:00 동작대교 북단→남단국립현충원 방향 통제 예정이오니 차량 운행 시 참고 바랍니다.[동작구],2026-07-27 20:00:10
2026-07-27T20:36:22.610422+09:00,총신대입구(이수)역,총신대입구(이수)역,POI051,KEY_4,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,합정역,합정역,POI053,KEY_2,기타,안전안내,오늘 17:15경 서교동 473-12 주변 발생한 정전은 19:56경 복구완료되었습니다. [마포구],2026-07-27 20:04:37
2026-07-27T20:36:22.610422+09:00,합정역,합정역,POI053,KEY_2,정전,안전안내,오늘 17:15경 서교동 473-12 주변 고압선 접촉사고로 정전 발생. 복구까지 3시간 소요예상. 인근 주민은 안전에 유의하세요. [마포구],2026-07-27 18:15:17
2026-07-27T20:36:22.610422+09:00,합정역,합정역,POI053,KEY_2,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
2026-07-27T20:36:22.610422+09:00,홍대입구역(2호선),홍대입구역(2호선),POI055,KEY_4,기타,안전안내,오늘 17:15경 서교동 473-12 주변 발생한 정전은 19:56경 복구완료되었습니다. [마포구],2026-07-27 20:04:37
2026-07-27T20:36:22.610422+09:00,홍대입구역(2호선),홍대입구역(2호선),POI055,KEY_4,정전,안전안내,오늘 17:15경 서교동 473-12 주변 고압선 접촉사고로 정전 발생. 복구까지 3시간 소요예상. 인근 주민은 안전에 유의하세요. [마포구],2026-07-27 18:15:17
2026-07-27T20:36:22.610422+09:00,홍대입구역(2호선),홍대입구역(2호선),POI055,KEY_4,폭염,안전안내,"연일 무더위가 지속되고 있습니다. 충분한 수분 섭취, 시원한 실내온도 유지, 낮시간 야외활동 자제, 어르신 안부 확인 등 건강관리에 유의바랍니다. [서울특별시]",2026-07-27 14:11:50
