fetched_at,place_name,AREA_NM,AREA_CD,_key_used,WEATHER_STTS__WEATHER_TIME,WEATHER_STTS__TEMP,WEATHER_STTS__MAX_TEMP,WEATHER_STTS__MIN_TEMP,WEATHER_STTS__HUMIDITY,WEATHER_STTS__WIND_DIRCT,WEATHER_STTS__WIND_SPD,WEATHER_STTS__PRECIPITATION,WEATHER_STTS__PRECPT_TYPE,WEATHER_STTS__PCP_MSG,WEATHER_STTS__SUNRISE,WEATHER_STTS__SUNSET,WEATHER_STTS__UV_INDEX_LVL,WEATHER_STTS__UV_INDEX,WEATHER_STTS__UV_MSG,WEATHER_STTS__PM25_INDEX,WEATHER_STTS__PM25,WEATHER_STTS__PM10_INDEX,WEATHER_STTS__PM10,WEATHER_STTS__AIR_IDX,WEATHER_STTS__AIR_IDX_MVL,WEATHER_STTS__AIR_IDX_MAIN,WEATHER_STTS__AIR_MSG,WEATHER_STTS__NEWS_LIST
2026-08-06T00:24:46.665048+09:00,경복궁,경복궁,POI008,KEY_1,2026-08-06 00:20,31.5,39.0,27.0,77,SE,1.5,-,없음,비 또는 눈 소식이 없어요.,05:37,19:40,낮음,0,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,좋음,29,보통,64.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-08-06T00:24:46.665048+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-08-06 00:20,31.5,39.0,27.0,77,SE,1.5,-,없음,비 또는 눈 소식이 없어요.,05:37,19:40,낮음,0,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,좋음,29,보통,64.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-08-06T00:24:46.665048+09:00,보신각,보신각,POI010,KEY_3,2026-08-06 00:20,31.5,39.0,27.0,77,SE,1.5,-,없음,비 또는 눈 소식이 없어요.,05:37,19:40,낮음,0,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,좋음,29,보통,64.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-08-06T00:24:46.665048+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,2026-08-06 00:20,28.7,38.0,26.0,88,NNE,0.7,-,없음,비 또는 눈 소식이 없어요.,05:37,19:40,낮음,0,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,17,좋음,23,보통,51.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-08-06T00:24:46.665048+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,2026-08-06 00:20,31.5,39.0,27.0,77,SE,1.5,-,없음,비 또는 눈 소식이 없어요.,05:37,19:40,낮음,0,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,좋음,29,보통,64.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-08-06T00:24:46.665048+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,2026-08-06 00:20,27.2,39.0,27.0,93,ESE,0.4,-,없음,비 또는 눈 소식이 없어요.,05:37,19:40,낮음,0,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,35,보통,66.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-08-06T00:24:46.665048+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,2026-08-06 00:20,31.5,39.0,27.0,77,SE,1.5,-,없음,비 또는 눈 소식이 없어요.,05:37,19:40,낮음,0,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,좋음,29,보통,64.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-08-06T00:24:46.665048+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-08-06 00:20,31.5,39.0,27.0,77,SE,1.5,-,없음,비 또는 눈 소식이 없어요.,05:37,19:40,낮음,0,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,좋음,30,보통,69.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-08-06T00:24:46.665048+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,2026-08-06 00:20,28.5,39.0,27.0,83,ESE,1.3,-,없음,비 또는 눈 소식이 없어요.,05:37,19:40,낮음,0,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,22,좋음,29,보통,66.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-08-06T00:24:46.665048+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,2026-08-06 00:20,30.7,39.0,27.0,77,SE,1.2,-,없음,비 또는 눈 소식이 없어요.,05:37,19:40,낮음,0,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,좋음,30,보통,59.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
